Temperature (°C),Pressure (kPa),Temperature x Pressure,Material Fusion Metric,Material Transformation Metric,Quality Rating
251.8564903,7.918745878,1994.387545,63928.24885,15975620.55,99.9361089
172.9089252,10.5121728,1817.648501,31059.15224,5169433.465,99.99999999
200.2126346,20.97908035,4200.276948,49318.44991,8025103.164,99.99999584
175.277831,10.10216657,1770.685845,31753.28223,5384839.219,99.99999998
172.9823672,17.18858584,2973.322267,35001.22379,5175838.518,99.99999999
152.1808999,6.567633794,999.4684208,23442.31338,3524318.327,100
199.1940591,9.042908392,1801.293628,40417.7497,7903594.516,99.99999664
236.347989,17.38285652,4108.403181,61112.84016,13202184.4,99.99557337
155.4680543,6.962775077,1082.489093,24507.87288,3757663.503,100
204.8759622,19.3108518,3956.329344,49175.35028,8599123.487,99.99998905
123.4760588,13.98200405,1726.442755,17979.76908,1882362.121,100
131.9690574,10.59150503,1397.750935,18603.98691,2298238.766,100
109.3612709,22.47800505,2458.2232,23317.14039,1307443.246,100
294.1462886,18.46316294,5430.870853,92815.91688,25449795.78,56.68759757
100.7720703,6.283687647,633.2202133,10403.11987,1023301.912,100
135.7159936,18.40395276,2497.710735,24652.35052,2499391.234,100
222.5733506,8.967584732,1995.945381,50260.04783,11025957.74,99.99964448
116.2739198,23.40517825,2721.411818,26341.03651,1571431.923,100
276.3793006,8.074639789,2231.663298,76911.98277,21111310.79,96.83593907
243.9240316,17.33379113,4228.128214,64707.04952,14512919.19,99.98334292
293.2779943,9.848130083,2888.239838,86967.10939,25225324.56,61.73984476
201.5271094,23.84332964,4805.077302,54168.2129,8184087.429,99.99999452
160.0807366,11.48934391,1839.222637,27142.49335,4102071.698,100
209.9001146,16.79273126,3524.796216,48793.53817,9247509.445,99.9999697
286.1637435,7.590187526,2172.036476,82326.96596,23433802.08,86.35948854
204.1522874,14.58744112,2978.059472,44782.26822,8508478.187,99.99999056
153.4414064,17.17672578,2635.620961,28612.0848,3612370.123,100
275.4797578,20.41392378,5623.62278,84396.15641,20905493.33,97.24146857
174.3837497,16.14134988,2814.789117,34615.21072,5302695.603,99.99999999
100.27667,19.07197704,1912.474348,16992.65735,1007959.345,100
149.5370045,22.18163009,3316.974519,33275.22591,3343352.144,100
163.6467018,10.9711349,1795.390041,28100.79246,4382378.079,100
271.7554936,11.80333868,3207.622129,75495.47535,20069288.78,98.44231443
191.7006334,5.591477023,1071.889687,36923.94823,7044800.78,99.99999933
188.9174576,16.08523626,3038.781938,39851.61657,6742168.632,99.99999964
167.2204533,24.43061857,4085.299111,42544.21986,4675335.169,100
276.1356246,19.72205399,5445.961696,83921.96173,21055196.29,96.95166864
289.0053554,24.85171041,7182.277399,98872.69844,24138293.28,79.34981798
298.3780658,14.08704153,4203.264204,91824.96945,26564242.67,21.07834325
175.3482534,19.94947157,3498.104996,38686.52891,5391036.513,99.99999998
293.2294891,8.224165445,2411.567832,86539.79033,25212839.9,62.00409658
258.3759139,13.44012929,3472.605689,69185.89854,17248507.79,99.81312403
235.1378295,17.87227745,4202.448529,60998.53138,13000403.88,99.99643198
148.9778959,14.00624116,2086.620337,24942.0849,3306280.843,100
143.2914522,5.594443682,801.6359594,20707.53405,2942091.886,100
133.2095649,11.33685219,1510.177148,19201.84824,2363646.989,100
284.551322,18.52135514,5270.276091,87323.03159,23039622.39,89.24310212
158.8153325,12.90387441,2049.333105,27370.93363,4005523.011,100
190.6188491,13.96809889,2662.582935,39060.83049,6926044.781,99.99999947
198.7915668,22.12358352,4397.981832,50346.54021,7855372.985,99.99999691
255.6343191,10.38781661,2655.482425,66469.82046,16705314.95,99.8806019
268.8469923,17.31863229,4656.062202,77473.16967,19431612.59,99.00881241
127.8145402,21.91541114,2801.108198,26862.20531,2087569.198,100
185.380872,21.14301254,3919.510102,43817.56475,6370364.575,99.99999984
268.5709776,9.774473329,2625.139857,73064.22639,19372028.44,99.05052525
263.6066612,6.021795413,1587.385383,69706.83427,18317587.78,99.56630143
120.4827517,10.53655581,1269.473237,15685.85143,1748827.864,100
131.2766698,8.528068105,1119.53638,17853.7929,2262292.166,100
160.8397383,5.55421499,893.3384856,26040.76509,4160800.123,100
115.0718138,11.08723287,1275.827997,14604.43965,1523603.066,100
184.9326006,15.4162278,2850.963098,37863.88868,6324469.624,99.99999985
121.523541,18.00637957,2188.199007,20606.17417,1794331.903,100
213.6435187,12.55790466,2682.914939,47623.94684,9751291.59,99.99993633
149.311388,9.085658448,1356.592273,23043.90432,3328649.196,100
219.2866131,16.38612066,3593.256902,52486.37319,10544483.24,99.99980972
123.5051286,20.04732612,2475.94759,23310.44262,1883485.657,100
295.1767737,18.89903376,5578.55581,93879.56132,25718196.68,49.83518281
286.5122408,22.13969114,6343.292518,92941.38627,23519088.84,85.64778456
178.3593877,10.27734049,1833.060158,32897.6022,5673875.915,99.99999997
148.4357188,15.06019664,2235.471115,25448.95864,3270281.522,100
150.0796426,14.76874807,2216.488432,25745.19818,3380160.612,100
196.678707,11.43165166,2248.362467,40176.43245,7607896.117,99.99999803
107.9985604,18.72841973,2022.642369,18232.75167,1259310.872,100
227.9410212,7.684684096,1751.654741,52410.92333,11843097.47,99.99903273
181.6605817,21.10298265,3833.580104,42398.48222,5994456.848,99.99999993
175.4813145,5.732383483,1005.926189,30982.05913,5403684.646,99.99999998
261.8729943,12.76359698,3342.441359,70656.77517,17958423.23,99.6713097
241.807092,17.14640691,4146.122794,63511.70087,14138328.62,99.98844939
290.8667631,13.48728174,3923.001983,87056.9017,24608156.68,72.9517473
170.3872481,18.11384291,3086.367847,34975.17095,4946322.837,100
279.5085529,5.776012298,1614.444839,78317.73232,21836581.05,94.9228846
253.9934373,22.34321015,5675.028746,75666.82209,16385294.61,99.90892659
171.4849303,6.553142538,1123.765192,29688.49736,5042828.348,99.99999999
224.3330873,10.75492644,2412.685852,51569.33965,11289521.89,99.99950513
157.7139915,10.86737832,1713.937612,26157.13954,3922812.904,100
274.8799834,5.236272743,1439.346565,75702.5763,20769630.7,97.48212079
122.4854634,6.88047761,842.7584888,15328.41725,1837563.944,100
142.4868723,22.03767858,3140.079893,31005.31182,2892355.314,100
136.6066584,20.51629696,2802.66277,27297.06685,2548847.725,100
180.6052005,19.75986959,3568.735209,40333.52786,5890633.04,99.99999995
249.046592,18.78592406,4678.570365,68653.96316,15446563.96,99.96012704
205.3814898,6.490601679,1333.049443,42454.99184,8663268.759,99.99998785
197.5352647,10.97314869,2167.58383,40341.45755,7707741.334,99.99999763
100.109193,5.131465553,513.7068753,10156.97196,1003253.036,100
185.0803451,6.210420416,1149.426754,34494.26583,6339839.444,99.99999985
112.710755,5.757751916,648.9605653,12894.59359,1431812.076,100
141.6506504,8.978680087,1271.835874,20788.73829,2842126.477,100
286.4787878,6.125670943,1754.874786,82299.95458,23511304.05,85.71414956
143.0796409,5.337675689,763.7127206,20623.85818,2929066.959,100
271.6675277,9.898294632,2689.045232,74773.04328,20049847.3,98.46330733
260.5786743,20.97707847,5466.179299,77131.95341,17693176.5,99.73312162
131.8292474,6.126220094,807.6149843,17608.87102,2291016.43,100
221.1423915,24.69098469,5460.223401,63956.68586,10814128.42,99.99972903
123.1323744,18.15166473,2235.057577,21142.24534,1866552.061,100
245.5776317,22.33641761,5485.324537,71452.3593,14809888.54,99.97788143
227.4924555,18.21401915,4143.551941,57795.32714,11773043.73,99.99910983
262.3877123,20.5374748,5388.781029,77509.76936,18064266.8,99.64312445
195.8769099,11.01557709,2157.697202,39704.42632,7515237.674,99.99999834
282.9726176,10.14649398,2871.17996,81118.09744,22658505.59,91.48333169
109.8697894,18.28849955,2009.353594,18188.31072,1325944.477,100
158.577713,16.26308707,2578.963154,29448.28245,3987471.986,100
243.0105195,15.11326515,3672.682416,62506.14532,14350542.17,99.98577054
183.6218423,8.545104911,1569.067907,34340.93445,6191101.149,99.99999989
134.5902709,9.612970464,1293.812298,19002.86793,2437948.572,100
121.4421491,15.99450224,1942.406726,18839.97475,1790796.742,100
263.4678223,13.19836082,3477.343384,71714.40466,18288521.98,99.57583721
194.6285957,24.25024589,4719.791302,52141.23968,7371999.624,99.99999873
276.4567344,16.05644711,4438.912935,80567.83049,21128867.61,96.79890064
246.6578269,13.63423328,3362.990352,63374.58277,15006496.9,99.97339627
181.9452411,24.01197706,4368.864957,46948.77747,6022551.563,99.99999993
174.7022028,6.832277016,1193.613845,30839.79043,5332014.737,99.99999999
203.1276693,10.43563983,2119.767197,42397.31813,8381111.402,99.99999236
277.8119906,11.92788871,3313.710508,78876.53689,21441248.85,96.06872765
247.4557159,22.07005236,5461.360607,71984.3716,15152298.22,99.96953991
101.0305929,20.32823968,2053.774106,18607.56815,1030824.279,100
238.8315703,11.0942835,2649.665149,58406.03806,13622953.63,99.99313201
283.9014814,22.45126715,6373.948003,91916.8233,22881969.86,90.22898282
242.0911519,6.251133303,1513.344062,58852.39929,14188469.62,99.98786248
135.4011563,14.8693388,2013.325667,21621.04285,2482152.364,100
196.7036255,18.09368475,3559.093389,44615.85263,7610591.509,99.99999802
128.0632036,11.24388629,1439.928099,17821.6922,2100133.692,100
171.7990557,6.383421448,1096.665777,29775.02763,5070593.868,99.99999999
287.4234084,10.14320619,2915.394894,83655.79572,23744581.72,83.59654319
284.6610615,14.67543545,4177.525033,84192.54508,23066416.98,89.0666314
156.5673704,11.3621272,1778.938378,25980.16864,3837860.319,100
167.9262088,13.31343713,2235.675024,30558.9865,4735209.451,100
220.0425736,6.862492354,1510.040479,48741.91506,10654135.79,99.99978007
292.6394591,5.28547087,1546.737336,85785.50898,25060987.04,65.08544949
129.5602668,22.55225295,2921.87591,28256.03135,2174272.251,100
151.3833287,6.562234917,993.4129657,23199.50126,3469195.393,100
274.7113655,10.85649152,2982.401609,76745.9174,20731341.88,97.54633177
198.3784463,18.28090748,3626.538023,45463.33329,7806652.767,99.99999717
279.7922184,21.89008861,6124.676453,88772.89015,21902686.86,94.70341963
137.1035795,11.42525473,1566.443321,20288.80366,2577059.125,100
206.5337175,18.04137004,3726.151222,48528.48063,8809613.208,99.99998464
165.2539265,14.44262586,2386.700634,30321.4395,4512687.793,100
163.308512,6.020260661,983.1598103,26887.86563,4355347.893,100
189.3753928,13.16726006,2493.555046,38145.93599,6791403.795,99.9999996
186.6154898,5.596961049,1044.479628,35000.67129,6498916.751,99.99999978
171.4693759,24.28380595,4163.929052,43721.98572,5040909.486,99.99999999
282.9941541,20.243676,5728.841965,88381.67958,22663372.64,91.45768458
246.3488371,11.78584659,2903.429602,62324.87646,14950217.62,99.97475954
245.5093983,9.6948086,2380.166626,61186.07304,14797951.76,99.97812971
157.9826899,13.00654337,2054.808709,27158.84947,3942846.585,100
215.5418849,11.32328915,2440.643085,47910.1409,10013582.22,99.99990768
255.8358867,12.41588818,3176.42976,67365.9632,16744816.53,99.87658795
259.1180737,23.37428859,6056.700634,79912.89089,17397204.98,99.78926107
168.9060922,13.09050287,2211.065684,30772.4731,4818595.803,100
254.1745513,19.82798982,5039.770417,72400.06049,16420478.13,99.90615023
247.1787794,8.136260418,2011.110919,61635.9591,15101901.94,99.97092799
128.3012971,15.67362153,2010.945973,20311.64251,2111750.581,100
273.1890937,14.87467927,4063.600149,77923.3942,20388503.93,98.05720455
188.264294,16.82463893,3167.478771,40205.9693,6672451.971,99.99999969
197.2820898,18.5977498,3669.002945,45352.74379,7677917.041,99.99999776
189.6738358,22.22038884,4214.626383,46947.38498,6823243.273,99.99999957
213.5692003,9.599344935,2050.124421,46496.35821,9741184.211,99.99993725
224.2338495,12.63068221,2832.226494,52295.84419,11274502.12,99.99951427
199.6359132,6.14365576,1226.494328,40086.38707,7956351.321,99.99999631
273.3577087,17.4836256,4779.283832,80068.78197,20426195.17,98.00631414
225.5469512,23.69519829,5344.379733,64175.39063,11473333.85,99.99937958
180.2855899,12.92394217,2330.000538,34661.55776,5859636.373,99.99999995
183.3383514,24.43502163,4479.876581,48202.37634,6161945.967,99.9999999
262.167723,16.95750489,4445.710446,73608.16376,18019002.1,99.65544199
169.6383885,9.224934186,1564.90297,29562.21933,4881629.83,100
142.2909592,15.59058051,2218.398654,24036.26022,2880681.724,100
111.8766376,17.80091091,1991.506059,18156.99992,1399973.865,100
275.2053696,18.32545665,5043.264069,81892.09357,20843167.21,97.35440096
283.7092902,17.76083617,5038.914223,86093.56921,22835718.07,90.50188408
124.0240364,8.792279387,1090.453979,16061.64153,1907655.663,100
166.8947483,9.166211731,1529.7926,28623.99696,4648578.435,100
135.0744139,9.829261017,1327.681671,19194.74517,2464349.209,100
123.1796938,19.65987831,2421.69779,22771.99255,1868648.171,100
279.9733486,14.98709048,4195.985908,81751.3695,21945507.57,94.55659222
111.3754518,18.42511149,2052.105117,18659.53533,1381216.335,100
296.0971327,20.98726821,6214.26994,96917.67804,25959435.05,42.8303724
119.2901721,16.28139041,1942.209864,18546.07595,1697251.383,100
272.6941298,14.42282082,3933.018573,77362.29133,20277896.98,98.19966708
213.3012214,13.05030194,2783.645343,47720.01294,9704483.037,99.99994048
173.5834976,15.7252574,2729.64518,34019.83078,5230037.114,99.99999999
168.4684753,7.991569608,1346.327547,28892.01025,4781345.593,100
251.4728286,20.72891005,5212.757646,72145.54148,15902355.8,99.94009093
162.914659,23.25518474,3788.610492,39117.67415,4323407.482,100
231.4637833,21.24730072,4917.98061,63167.5299,12400332.54,99.99815881
203.4652167,21.43791133,4361.869275,51250.61636,8422612.666,99.99999181
196.993129,21.58802825,4252.693235,48867.24156,7644107.019,99.99999789
280.2324341,8.512982314,2385.613756,79147.16035,22006641.43,94.34041235
210.9290117,24.91625459,5255.560956,59959.55075,9383831.963,99.99996282
265.3723206,18.14371581,4814.839969,76395.27861,18687844.71,99.42606715
245.1147068,13.41854128,3289.081812,62497.32514,14726610.45,99.97956045
107.7114492,22.76047705,2451.563967,23392.57824,1249123.944,100
254.6220105,16.64702546,4238.699091,69445.64947,16507470.82,99.89894459
143.37405,24.87249018,3566.069651,35943.25464,2946595.281,100
280.6299294,20.04147389,5624.237402,86803.0292,22100091.3,93.99450239
108.5848381,12.35021419,1341.046008,13674.41795,1280135.147,100
166.6144069,19.85124451,3307.50333,35583.17839,4624881.942,100
119.9465894,19.60219944,2351.216969,21919.25542,1725309.445,100
195.1178234,11.25981556,2196.990703,39498.52324,7428197.046,99.99999859
264.0044872,22.68350482,5988.547057,81369.97136,18400167.69,99.53811168
159.6374719,7.815298327,1247.614467,25961.47218,4068159.803,100
130.1869795,12.3054703,1602.012009,18812.00053,2206342.076,100
166.0534071,17.72548382,2943.376982,33142.953,4578398.289,100
262.7760284,14.58278238,3832.005638,72152.37975,18144798.23,99.6201938
128.0767916,18.56311795,2377.504589,22800.31725,2100584.134,100
145.4724898,24.94707362,3629.112913,36688.21828,3077902.156,100
113.7703929,6.559932741,746.3261254,13225.99403,1472567.064,100
241.1420088,20.17937718,4866.095549,66366.65736,14021872.41,99.98971235
179.0466487,21.34849017,3822.37562,41787.44829,5739368.424,99.99999996
162.1679954,10.64402883,1726.120818,27504.37771,4264655.042,100
243.7252781,10.10312105,2462.385987,60433.2676,14477669.62,99.98390047
167.1955085,13.82715246,2311.837786,30597.95334,4673648.574,100
245.5542546,12.87713515,3162.035324,62432.18638,14805992.55,99.97796275
263.0398791,15.15638135,3986.732718,72671.63969,18199493.72,99.60384755
143.5325687,9.231684031,1325.047322,21388.35922,2956915.096,100
294.7637394,14.8760095,4384.908187,90177.65837,25610521.35,52.69686545
132.4715896,21.25504846,2815.690056,27151.26588,2324255.328,100
158.1681813,22.65766785,3583.722116,36648.93854,3956407.478,100
135.9590582,18.33524525,2492.842675,24648.83058,2512848.722,100
169.1011313,10.76260928,1819.969405,29841.86608,4835363.583,100
196.0121776,22.46490237,4403.394432,49758.17733,7530434.855,99.99999829
204.4351738,13.42455822,2744.451893,44213.09757,8543930.341,99.99998999
270.7212085,9.636143805,2608.708496,74184.73942,19841057.12,98.67279089
277.8895818,7.69194618,2137.511707,77677.72162,21459302.31,96.02213151
144.0207722,24.23337716,3490.10969,34973.19273,2986689.124,100
224.5788064,6.759583089,1518.059102,50744.49892,11326730.21,99.9994818
122.2992115,15.5952093,1907.2818,18750.0166,1828997.973,100
191.793972,9.043545431,1734.4975,37524.56053,7055045.611,99.99999931
164.4667076,22.36560791,3678.397897,38237.03163,4448208.75,100
163.3001491,8.89053387,1451.825506,27369.66065,4354636.023,100
196.5168483,19.72959519,3877.197865,46298.75326,7588869.693,99.9999981
245.9655271,8.302319368,2042.08436,61071.307,14880609.46,99.97635594
113.8365318,23.76224497,2705.011555,26375.97181,1474615.19,100
275.8346675,18.26649999,5038.533951,82179.65593,20986481.87,97.08802921
246.9627549,13.3024173,3285.201623,63344.52234,15062230.22,99.97197911
135.2998778,24.24965019,3280.974707,32565.95544,2476219.219,100
287.8321818,15.48101723,4455.934966,86557.57481,23845898.13,82.58900343
201.2624448,12.68147459,2552.304579,42546.00387,8152290.829,99.99999481
299.9617156,8.249510068,2474.537193,90538.44643,26989596.48,1.421653211
139.4518949,19.42178633,2708.404905,26772.84112,2711520.223,100
206.9816397,16.92665888,3503.507608,47691.08634,8867096.533,99.99998317
158.0496085,9.45785694,1494.810587,25825.69406,3947938.996,100
160.8347115,9.999236693,1608.224349,26867.57544,4160340.875,100
218.2130762,9.407642565,2052.870624,48449.55815,10390551.89,99.99984513
284.3438134,14.9168373,4241.510401,84170.58003,22989374.08,89.56693033
261.0527711,5.945786259,1552.163979,68358.74697,17790332.29,99.71185646
244.7882797,10.78494969,2640.029282,61175.75481,14667916.09,99.98067187
211.8347564,19.73247888,4180.024857,52557.21359,9505475.869,99.99995547
284.4597007,17.42459807,4956.595951,86207.71887,23017413.4,89.38736329
198.4722813,21.37192289,4241.734293,49153.06647,7817613.79,99.99999712
274.7664357,19.8964991,5466.890139,83373.03472,20743534.21,97.52605194
266.7963288,5.425546747,1447.515954,71339.99047,18990608.23,99.28125259
142.7670694,16.39138268,2340.149668,24786.43061,2909671.99,100
254.2450926,13.76833454,3500.531489,67250.58947,16434357.4,99.90503354
102.4342314,12.22600088,1252.361003,12320.25443,1074669.535,100
164.5659075,24.84763173,4089.073065,42422.98508,4456146.285,100
145.9134889,18.13926742,2646.763795,27259.16424,3106278.035,100
201.3725917,10.02140146,2018.035585,41557.35488,8165743.566,99.99999469
247.3706323,15.65732117,3873.16144,65030.64875,15136915.41,99.96996999
119.5352735,6.904638662,825.3478708,14617.85359,1707953.79,100
202.9844404,19.9054656,4040.499795,49089.77711,8363107.332,99.99999258
287.6824043,11.95303479,3438.677788,84468.9561,23808788.28,82.96452877
145.7293102,8.377667457,1220.8717,21825.02105,3094787.817,100
235.4282288,8.24842926,1941.913091,55987.64589,13048883.13,99.99624112
218.5760542,5.304577307,1159.453577,47924.75451,10442550.27,99.99983392
102.0127391,20.55760507,2097.137603,19094.5538,1061183.048,100
195.1652392,19.57399751,3820.163906,45589.07897,7433357.494,99.99999858
241.7540782,14.70051785,3553.910142,61621.89304,14129109.29,99.98855439
108.7950864,11.11929512,1209.724673,13211.14629,1287615.348,100
275.9042966,12.83223305,3540.468235,78236.21601,21002548.01,97.05666391
204.0162833,22.68176984,4627.450382,53291.56803,8491182.64,99.99999083
106.1322097,7.425995444,788.1373055,11673.55548,1195422.939,100
144.8827224,5.591294803,810.0820126,21165.80153,3041202.433,100
290.7351393,9.314488994,2708.049255,85335.04353,24574859.45,73.45964992
216.4639466,15.41371267,3336.513076,50518.66916,10142535.68,99.99988957
121.4945136,5.153658364,626.1412159,14897.79899,1793343.849,100
157.5089005,7.085294683,1115.996975,25164.74544,3907596.572,100
191.3407252,18.95727964,3627.299633,43424.11091,7004868.168,99.99999938
104.1900139,13.96125714,1454.623575,13576.84117,1130845.925,100
182.3231027,23.9727792,4370.791485,47018.72957,6060157.703,99.99999992
197.8917271,23.21533135,4594.122016,51673.07585,7749125.817,99.99999745
148.7355751,10.52915793,1566.060359,23289.56708,3290257.878,100
217.7278001,12.5543186,2733.42417,49384.09257,10321314.74,99.99985897
250.6480239,23.36343463,5855.998721,75577.3645,15746273.86,99.94781794
147.1668448,16.58515189,2440.784475,26220.11256,3187076.263,100
224.0999801,12.39443816,2777.593343,52124.86064,11254326.89,99.9995263
227.9244486,21.00813411,4788.267382,61221.31986,11840132.17,99.99903612
289.7080602,23.49008215,6805.266135,96892.2107,24314865.94,77.13146416
255.6552335,18.46986129,4721.916701,71660.32886,16709182.25,99.88021435
269.669054,9.618071555,2593.696257,73611.1405,19610618.27,98.87303597
198.0839817,21.38521032,4236.067609,49017.30259,7771816.117,99.99999734
137.0697174,13.41052323,1838.176629,21199.88453,2575100.733,100
299.1630586,18.9609316,5672.410291,96315.31149,26774296.14,11.87788215
125.8711522,14.72707233,1853.713563,19037.65248,1994028.624,100
194.2914639,23.81729809,4627.497711,51259.86129,7333774.805,99.99999882
113.6186198,6.36750481,723.4671084,13167.36201,1466683.894,100
288.7701715,8.115934088,2343.639678,83922.79541,24079962.39,80.03757449
292.9849882,8.891365236,2605.036539,86543.1224,25149811.89,63.31247421
243.8778124,9.420010133,2297.331464,60312.28697,14504882.51,99.98347159
169.9985687,9.708552367,1650.440007,29814.60257,4912781.654,100
150.8764802,8.057004097,1215.612419,23286.73524,3434443.871,100
153.0606649,18.85835105,2886.47175,30134.30216,3585483.366,100
125.4588051,9.363114965,1174.685215,16560.7566,1974622.855,100
205.1617906,9.70906962,1991.930109,43006.5958,8635444.588,99.99998839
128.3634551,8.947765244,1148.566063,17193.5571,2114987.259,100
163.3461333,12.97374439,2119.210981,28865.67454,4358226.557,100
225.3412952,24.17186206,5446.918704,64901.80867,11441953.59,99.99940292
245.5087219,12.33560439,3028.498468,62151.60613,14797771.28,99.97813344
104.8545409,10.95248359,1148.417639,12308.3007,1152700.646,100
186.0231969,6.371991818,1185.338288,34863.34717,6437223.255,99.99999981
230.424919,12.05055063,2776.747153,54845.57328,12234414.08,99.99847526
270.6491952,9.643920926,2610.119437,74147.92178,19825227.64,98.68753839
195.0649564,20.25854676,3951.732541,46364.62141,7421876.966,99.99999861
293.8411743,7.232565997,2125.225686,86720.97135,25370969.17,58.52839386
153.1265095,7.873620839,1205.660076,23935.84442,3590406.737,100
102.7017413,10.57020602,1085.578564,11728.64892,1083150.053,100
196.7505729,10.76053659,2117.141739,39956.74131,7616253.919,99.999998
151.222759,21.92609873,3315.725145,33409.37825,3457730.12,100
264.7435344,20.82567313,5513.462311,79121.41382,18555212.68,99.48053635
146.5545344,16.57271266,2428.806189,26030.00673,3147457.573,100
162.1258437,10.77177358,1746.382879,27534.64998,4261327.59,100
258.2454862,11.37756706,2938.205338,68163.54619,17222450.84,99.81703779
243.0286504,16.8443655,4093.663414,63842.22136,14353699.2,99.98572665
211.6102473,19.79733118,4189.318147,52538.15034,9475281.488,99.99995741
240.9896124,12.6819611,3056.22089,60115.66019,13995550.28,99.98997945
183.7273727,15.19124057,2791.046719,37261.48765,6201624.026,99.99999989
101.0620095,22.76066273,2300.238314,22004.64029,1031681.795,100
102.2710257,17.99581713,1840.450677,16287.2979,1069365.902,100
202.2443575,15.71100264,3177.461635,44780.81497,8272109.656,99.99999364
116.6581959,6.424449223,749.4646563,13874.29449,1587575.827,100
110.215096,8.520304236,939.0661496,12765.90386,1338750.668,100
293.1033278,9.019831676,2643.742681,86643.39051,25180296.8,62.68496299
271.8005279,17.46296585,4746.443337,79200.94881,20079102.28,98.43161696
130.4054454,7.162255034,933.9970581,17372.98882,2217568.963,100
100.1328437,5.5798974,558.7309943,10200.31792,1003959.473,100
288.3335591,12.20701115,3519.690971,84955.22171,23970819.33,81.26764631
155.6650597,19.37718357,3016.350437,31507.26351,3771639.666,100
137.1795206,18.86498709,2587.889884,25532.03844,2581118.628,100
238.3016216,20.85340704,4969.400713,65856.07104,13532157.28,99.99374582
121.7807478,18.92496513,2304.696404,21608.60826,1805717.379,100
152.9299196,17.26571157,2640.443883,28534.55174,3576359.613,100
295.018936,14.72324194,4343.635171,90227.78651,25677102.27,50.94579957
227.8925549,9.16996641,2089.767073,52706.10332,11835519.53,99.99904136
204.1355583,16.37096112,3341.895287,46058.88073,8506331.422,99.99999059
179.583723,17.73249496,3184.467463,37826.1437,5791316.934,99.99999996
254.900191,7.474866568,1905.344916,65391.75529,16561856.5,99.89418231
128.1914953,16.30294677,2089.899125,20766.15568,2106312.68,100
293.4675604,6.954974264,2041.05933,86459.63271,25274319.67,60.68623046
272.2246016,15.94153605,4339.678299,78157.49727,20173285.82,98.32542334
223.5313965,8.17837782,1828.124215,50513.30309,11168966.63,99.99957419
108.5812381,7.380270944,801.3589565,12191.87681,1280105.87,100
240.1711299,7.26200112,1744.123014,58065.14532,13853539.6,99.99131275
282.6568682,23.22050626,6563.435576,92415.21427,22582304.47,91.87566786
204.9154135,16.96174635,3475.723267,46870.23535,8604177.455,99.99998896
170.8449644,10.00317444,1708.991981,30188.95448,4986523.072,99.99999999
124.055469,6.42897756,797.5498264,15655.4803,1909142.487,100
250.9802208,15.72362837,3946.319721,66878.46303,15809265.74,99.9448182
277.0043702,7.896059418,2187.242966,77223.72271,21254876.64,96.52101712
120.0503488,20.56805869,2469.20262,23113.30142,1729752.937,100
251.796911,14.92219313,3757.362135,66724.43668,15964125.6,99.9367495
103.4120973,19.5289777,2019.532541,18142.04231,1105513.984,100
293.4109836,12.91453198,3789.26553,88243.95728,25259586.35,61.00586155
223.0116041,19.04645489,4247.580458,56643.60933,11090935.51,99.999614
210.4878118,18.69228713,3934.498615,50836.23391,9325338.13,99.99996593
159.1899667,16.22832416,2583.386383,29615.31269,4033840.508,100
285.8583343,21.91479268,6264.526133,92239.74483,23358429.9,86.96103533
153.1811255,16.64947147,2550.384779,28079.77228,3594034.757,100
265.6293226,16.56220822,4399.40815,75102.06241,18742248.35,99.40222784
297.0217359,11.15966215,3314.662223,89611.71424,26203700.78,34.82082019
256.6793291,23.63012532,6065.364714,79078.93407,16910573.89,99.85833946
203.7979841,15.34279143,3126.829964,45145.33058,8464232.283,99.99999122
113.2148528,12.83429315,1453.03261,14931.65586,1450978.305,100
194.4827578,15.83284583,3079.215522,41792.50517,7355776.293,99.99999877
187.6511894,7.904842775,1483.353149,35706.91515,6607693.006,99.99999973
140.5592082,10.30250474,1448.111909,20850.4154,2776906.817,100
184.7175273,11.13363724,2056.577942,35500.66696,6302542.423,99.99999986
171.5515768,15.30317538,2625.283867,33013.75095,5048519.027,99.99999999
132.7368522,18.91021668,2510.082637,24381.29536,2338342.552,100
188.2748287,10.74404924,2022.83403,36687.64607,6673739.819,99.99999969
152.5599913,7.715319912,1177.049138,23733.81431,3550705.761,100
204.4124841,16.18436366,3308.285979,46023.69274,8541004.084,99.99999004
107.0320119,22.09299663,2364.657879,22239.45428,1225654.743,100
281.246284,13.36464173,3758.755822,81486.57966,22246254.02,93.41389675
263.2728611,14.51545818,3821.526205,72370.98504,18247915.65,99.58883347
210.5162665,10.78417024,2270.243257,45571.27943,9329353.812,99.99996573
270.3617166,21.17668247,5725.364222,82592.18085,19761764.98,98.74514868
292.4790148,7.413298908,2168.234361,85951.38675,25019762.3,65.88097909
122.1044588,8.421774354,1028.3362,15506.82401,1820445.363,100
226.1663617,24.99913226,5653.962787,66774.59619,11568061.08,99.99930389
299.5988002,18.64431505,5585.81442,96240.40045,26891473.24,6.32226387
297.5778339,15.96104813,4749.654129,92618.72494,26351026.38,29.49863114
220.6645985,20.9021589,4612.366501,57825.0234,10744354.61,99.99975251
125.6041741,24.93764909,3132.272818,31284.79193,1980960.88,100
216.6385662,8.817485617,1910.207442,47617.8107,10167261.58,99.99988574
100.4129271,20.82786078,2091.386466,19117.87745,1012005.237,100
139.7822669,11.84324165,1655.475166,21200.24333,2731076.934,100
291.2246319,19.6246537,5715.18255,92369.77088,24698896.1,71.52146438
